66.368000,60.086667,64.300667,62.080000,66.177333,66.653333,59.309333,62.590000,64.529333,33.332000,43.817333,55.089333,62.784000,64.494000,23.443333,59.565333,55.852000,52.473333,56.488000,58.182000,63.261333,63.068667,71.200000,58.536000,52.189333,73.800000,59.752000,42.888667,43.240000,43.316667,46.632000,44.590667,48.133333,46.560667,42.552000,47.251333,41.400000,38.400000,40.621333,41.440000,42.813333,51.000000,41.285333,40.376667,38.501333,41.868000,39.600000,43.200000,41.151333,37.586000,40.228000,46.014667,51.578667,50.976667,41.079333,34.742667,37.890000,36.740000,34.580000,55.800000,33.980667,34.437333,33.152000,34.776000,35.317333,37.652667,36.014667,43.434000,22.169333,37.341333,34.608667,30.208667,33.758667,36.037333,26.992000,39.788667,58.000000,50.327333,50.356000,41.879333,47.680000,45.000000,36.260000,32.830000,46.932000,31.654667,30.503333
65.852667,59.055333,64.250000,62.856000,68.154667,68.593333,62.178000,63.134000,63.052000,39.659333,47.520000,57.526000,64.680000,65.042667,35.537333,58.334000,54.876000,52.340667,49.605333,56.007333,62.477333,62.290000,64.000000,58.359333,61.274667,73.800000,58.200000,43.476000,41.172000,42.089333,45.024000,43.801333,48.296000,45.648000,41.712667,49.010000,43.240000,42.240000,42.508667,41.440000,46.659333,49.800000,37.793333,41.184000,36.245333,41.165333,39.600000,43.200000,42.833333,35.069333,42.083333,42.884000,48.461333,49.504000,38.694667,34.850667,40.120667,39.337333,42.560000,52.080000,36.776667,32.692667,35.840000,44.688000,41.321333,42.330000,39.845333,41.866667,37.998667,38.070667,34.519333,36.881333,33.057333,43.202000,26.310000,41.180000,55.000000,48.763333,48.959333,41.955333,47.508000,45.000000,35.771333,32.866667,48.346000,30.860667,33.553333
67.619333,59.718667,63.944000,66.736000,68.392000,68.386000,58.616000,62.372000,64.240000,52.486667,53.280000,60.194667,63.210667,64.017333,27.754000,60.047333,55.808667,56.066667,52.796667,57.710000,64.277333,62.880667,67.200000,58.747333,59.034667,73.800000,61.304000,38.209333,39.480000,39.750000,38.669333,40.729333,41.889333,40.876000,43.076000,45.503333,42.320000,38.400000,41.721333,39.072000,44.964000,48.500000,40.786667,39.370000,38.184667,42.104667,39.600000,43.200000,44.372000,43.196667,37.448000,46.682000,51.372000,52.541333,36.354667,36.422667,37.309333,36.890000,34.352000,49.600000,34.217333,37.381333,36.480000,36.288000,35.869333,34.986000,39.703333,46.808667,40.152000,39.635333,35.144000,28.727333,35.558000,38.702000,32.373333,41.540000,52.000000,55.344000,47.554667,43.048667,48.817333,51.000000,35.360000,33.862667,46.546000,32.577333,36.756000
66.548667,61.205333,64.963333,68.288000,67.036000,63.772667,16.468667,44.949333,61.322667,63.812000,68.400000,63.086667,65.582667,64.629333,42.098667,60.154000,55.852000,52.552000,53.120667,57.336667,62.245333,62.508667,67.200000,58.994667,61.546667,73.800000,58.200000,45.309333,44.180000,43.396667,46.096000,45.111333,53.019333,51.490667,44.076667,41.742667,41.400000,38.400000,39.952000,40.700000,41.042000,49.000000,40.851333,44.480667,38.164000,39.381333,39.600000,43.200000,43.788667,35.863333,41.146667,44.195333,53.391333,51.588000,32.762667,30.690667,37.475333,36.718000,35.568000,50.840000,35.372000,40.125333,38.400000,41.580000,41.065333,42.228000,41.795333,41.895333,43.597333,40.526000,35.755333,30.922000,44.688000,33.503333,41.894667,39.170667,49.000000,53.470667,54.548000,39.966667,49.921333,45.000000,35.938000,36.660667,45.216000,32.007333,31.857333
66.926000,57.186667,64.300667,66.736000,67.940000,64.004000,14.874667,47.088667,60.497333,61.428667,64.800000,61.821333,65.772667,62.873333,32.142667,63.013333,57.335333,49.186000,53.246000,58.810000,62.709333,61.375333,63.200000,60.530667,58.608000,73.800000,58.976000,43.720667,44.556000,40.471333,44.488000,44.182667,49.198667,46.367333,47.977333,45.786667,42.504000,37.760000,40.648000,41.440000,43.594000,43.800000,39.608667,45.162000,38.096000,42.252000,39.600000,43.200000,40.481333,38.618667,38.472667,53.878667,52.474000,50.386667,36.676000,34.299333,36.917333,36.689333,34.960000,48.360000,35.658000,38.167333,37.120000,37.584000,46.636000,43.029333,42.902667,45.428000,46.628000,37.220667,36.767333,31.104667,32.969333,34.500000,42.180000,41.562000,52.800000,52.874667,47.722667,41.920667,52.379333,45.000000,34.856667,37.403333,47.060000,33.359333,37.700667
67.667333,59.946000,66.390000,69.840000,69.104000,65.950667,28.240667,45.457333,60.114000,62.144000,65.400000,61.232667,63.699333,65.664000,38.803333,58.688667,56.281333,52.990667,51.831333,56.876667,62.245333,61.394000,63.200000,62.144667,60.392000,73.800000,58.976000,37.273333,46.060000,40.696667,46.096000,43.885333,52.020000,47.289333,47.551333,45.194000,41.400000,37.760000,39.365333,39.220000,42.323333,43.200000,38.594667,44.614667,39.788667,41.072000,39.600000,43.200000,44.196000,35.664667,41.055333,38.476000,55.604000,50.750667,35.903333,35.545333,41.662000,38.747333,34.808000,53.320000,38.362667,39.148000,36.480000,42.300000,41.002000,42.956667,40.567333,42.882000,47.060000,38.625333,34.372667,30.424000,37.083333,32.702000,41.438667,41.479333,58.000000,49.760667,57.838667,40.876667,49.836667,48.000000,36.878667,36.142667,47.960000,31.257333,32.375333
64.989333,60.194000,64.544000,65.184000,69.726667,65.746000,12.772000,43.312667,62.674000,63.262000,63.600000,59.647333,61.323333,68.380000,38.469333,60.864667,58.545333,53.928000,53.211333,57.362000,63.818667,60.351333,61.600000,61.382667,64.853333,73.800000,58.200000,38.642667,41.548000,43.396667,43.148000,42.025333,49.274000,42.870667,44.008667,47.770667,42.320000,38.400000,36.777333,40.700000,41.573333,44.900000,35.432000,44.574667,36.664000,44.242667,39.600000,43.200000,45.118000,37.008000,40.704000,48.092000,45.846000,48.479333,38.804667,35.158667,39.361333,36.316000,36.480000,48.360000,31.194667,37.776000,33.088000,35.028000,34.416667,44.880000,40.685333,36.164000,48.776000,41.916667,40.628667,30.622667,39.378000,40.755333,36.534667,39.571333,47.000000,41.027333,37.682667,35.406667,47.346000,48.000000,37.012000,34.799333,45.688000,36.071333,39.504667
66.566000,60.700000,63.638000,64.408000,68.927333,68.292667,22.469333,42.082000,61.297333,63.219333,69.000000,63.077333,65.504667,64.953333,44.618667,62.501333,59.052667,51.740667,49.864667,55.477333,64.074667,62.491333,68.800000,59.159333,63.893333,73.800000,60.528000,40.636000,41.736000,37.993333,37.484000,36.775333,44.194667,34.483333,45.056000,43.340000,41.400000,38.400000,39.412667,39.960000,42.674000,49.000000,41.930667,41.595333,40.979333,41.112667,39.600000,43.200000,44.307333,41.555333,44.396667,52.019333,43.244000,51.588000,36.744000,34.152667,36.730667,35.000667,32.528000,47.120000,36.983333,35.596667,34.240000,30.240000,35.058667,41.922000,39.480000,44.398667,46.060667,39.660667,38.080667,28.967333,34.873333,33.422667,39.732667,39.838000,57.000000,51.846667,51.400667,38.658000,49.044667,54.000000,38.968000,37.743333,45.646000,37.681333,32.968667
66.761333,58.294000,63.739333,63.632000,67.345333,65.203333,43.020667,43.738000,64.613333,63.498667,69.600000,61.513333,66.429333,65.439333,63.783333,60.077333,55.500667,54.626667,60.476000,54.500000,63.232000,61.390667,67.200000,64.253333,66.133333,73.800000,58.200000,48.735333,47.940000,40.265333,45.043333,39.624000,51.905333,43.875333,46.688667,43.393333,44.896000,43.840000,41.146667,38.332000,49.271333,52.500000,42.884000,45.430000,41.906667,41.308667,39.600000,43.200000,44.887333,42.738667,59.697333,48.247333,50.797333,50.249333,39.116000,32.691333,37.500000,37.194000,34.504000,47.120000,39.511333,38.282000,35.200000,34.020000,37.481333,34.214000,38.619333,41.910667,41.444667,36.168000,40.800000,30.456667,35.828000,40.480000,49.375333,43.130000,60.000000,52.234000,57.444667,42.080667,51.700000,60.000000,36.132000,32.674667,51.430000,32.411333,33.591333
68.174000,59.708667,62.720000,64.408000,67.770667,66.010667,15.333333,45.008000,61.354667,61.757333,67.200000,62.998000,65.460667,64.620000,55.910667,60.480667,55.721333,56.878000,61.440000,54.688667,64.824000,59.893333,63.200000,58.453333,62.720000,73.800000,59.752000,44.204667,48.880000,43.990667,46.364000,47.068000,56.116000,47.495333,50.076000,44.278000,43.240000,40.960000,43.004000,42.920000,43.721333,48.500000,39.795333,43.283333,40.210000,42.945333,39.600000,43.200000,45.824667,39.148000,42.796667,55.884000,46.484667,52.458667,39.592667,34.520000,38.438667,37.850667,38.608000,54.560000,40.594000,34.065333,37.120000,35.364000,36.550000,35.466667,38.197333,36.163333,36.827333,36.862000,37.400000,31.935333,38.723333,35.670000,38.922667,42.436000,51.000000,42.506000,63.881333,44.520667,42.514667,47.000000,39.818000,35.878000,44.272000,29.809333,30.327333
